"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,18.43917402,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,13.55633209,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,10.90754384,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,9.042450793,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,7.255361656,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,6.71545784,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,6.140243112,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,6.174316775,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,5.93071436,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,6.300614349,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,6.335501802,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,6.443623175,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,7.427325085,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.683330107,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,9.982859043,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,10.30305804,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,5.78325503,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,6.335359425,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,6.823446918,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,6.255550754,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,6.215658537,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,5.439215767,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,5.583043302,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,5.380217018,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,5.743790332,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,5.666645969,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,5.757073152,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5.666122482,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.890602483,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.056548929,,
"CHE","Switzerland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.202236133,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,7.09324571,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,7.616002268,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,6.910479813,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,7.220484129,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,6.853372183,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,7.330643563,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,7.058982086,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,6.256806142,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,6.380951366,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,6.678600167,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,7.741395109,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,7.791197815,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.933348312,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,7.835206598,,
"LUX","Luxembourg","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.87743021,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,11.1731846,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,5.141387973,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,4.605555509,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,5.620461477,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,5.599608332,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,6.141860721,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5.711230084,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.97017339,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.151165897,,
"DNK","Denmark","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.047558094,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,9.610787583,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,10.30602964,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,9.67976962,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,10.1560378,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,11.85966693,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,13.96128479,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,13.8168952,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,12.95494933,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,12.69410489,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,14.28942197,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,15.2345658,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,16.12041186,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,16.51130297,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,17.04514462,,
"NLD","Netherlands","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,17.2753338,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,35.54860706,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,37.87676676,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,33.35573895,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,35.98177639,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,35.30104298,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,34.70384057,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,30.03738324,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,27.19582365,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,27.85487409,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,30.66617851,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,31.93933378,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,31.46979217,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,31.76482028,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,35.18507718,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,37.20558232,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,4.047162312,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,4.230219818,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,4.332372863,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,4.312469267,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,4.928936041,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,4.679891855,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,5.203796888,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,5.342901613,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,5.911441467,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.022549411,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.98730364,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.558188444,,
"FRA","France","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.820639118,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,8.54337783,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,8.18734226,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,7.412232469,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,7.299251687,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,8.178091514,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,8.971800008,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,9.474650106,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,8.718765691,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,8.525740813,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,9.197054639,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,10.096272,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,10.653068,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,10.92797465,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,12.00553262,,
"GRC","Greece","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,12.85459158,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,25,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,8.333333475,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,10.68376086,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,14.36797125,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,15.00289204,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,13.71307062,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,9.743145854,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,10.02736399,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.283470305,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,13.86183464,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,13.44778222,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,13.92763677,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,14.20757592,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,13.39008551,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,12.80084893,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,12.08162642,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,12.36664936,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,12.91491369,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,13.88923825,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,14.30068313,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,13.73791355,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,12.69837902,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,12.20139559,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,12.04193094,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,9.923721176,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,9.901096491,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,10.48728796,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,11.52526761,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,12.65749524,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,13.24975213,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,13.64152962,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,13.60123807,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,13.8667326,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,14.28958487,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,14.70625541,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,15.00584087,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,14.87796743,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,14.37890498,,
"DEU","Germany","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,13.95914232,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,15.89447578,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,15.41995089,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,15.18547879,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,17.41228518,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,21.01282714,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,21.53223535,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,17.91886267,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,15.35445687,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,14.31014771,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,14.5810848,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,14.44206198,,
"CZE","Czech Republic","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,14.89639501,,
