"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,48.9,,
"ZAF","South Africa","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,55.5,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,19.6,,
"LUX","Luxembourg","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,7.3,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,18.4,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,13.5,,
"NZL","New Zealand","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,11,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,5.2,,
"KOR","Korea","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,9.5,,
"POL","Poland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,30.8,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,9.2,,
"GBR","United Kingdom","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,13.2,,
"CHL","Chile","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1997","1997","PC","Percentage","0","Units",,,18.3,,
"LUX","Luxembourg","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1999","1999","PC","Percentage","0","Units",,,6.2,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,20.2,,
"ISL","Iceland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1992","1992","PC","Percentage","0","Units",,,10.9,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,17.7,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,27.2,,
"OAVG","OECD - Average","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,13.9,,
"NOR","Norway","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,9.3,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1998","1998","PC","Percentage","0","Units",,,24.5,,
"CAN","Canada","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,16.3,,
"NOR","Norway","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,13.1,,
"TUR","Turkey","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,13.7,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1999","1999","PC","Percentage","0","Units",,,6.1,,
"BEL","Belgium","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,20.4,,
"CHL","Chile","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,13.9,,
"SVN","Slovenia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,15.7,,
"KOR","Korea","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1996","1996","PC","Percentage","0","Units",,,8.1,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,27.1,,
"OAVG","OECD - Average","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1997","1997","PC","Percentage","0","Units",,,14.9,,
"CHL","Chile","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,24.4,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,16.1,,
"NLD","Netherlands","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,7.9,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1999","1999","PC","Percentage","0","Units",,,5.7,,
"JPN","Japan","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,10.6,,
"NZL","New Zealand","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,16.4,,
"NLD","Netherlands","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,8.8,,
"CHE","Switzerland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,8.4,,
"LUX","Luxembourg","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,5.3,,
"BEL","Belgium","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,18.3,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,5.9,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,18.9,,
"KOR","Korea","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1999","1999","PC","Percentage","0","Units",,,17.5,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,5,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,37.7,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,20.8,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,18.1,,
"HUN","Hungary","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,27,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1992","1992","PC","Percentage","0","Units",,,34.2,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1993","1993","PC","Percentage","0","Units",,,7.8,,
"CAN","Canada","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,12.4,,
"BEL","Belgium","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,22.1,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,16.1,,
"HUN","Hungary","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,24.6,,
"CAN","Canada","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,14.5,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,12,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,23.4,,
"OAVG","OECD - Average","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,13.3,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,14.3,,
"AUS","Australia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,11.3,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,5.8,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,16.9,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,41.5,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,16.8,,
"FRA","France","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,23,,
"SVN","Slovenia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,9.4,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1998","1998","PC","Percentage","0","Units",,,7.6,,
"POL","Poland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,28.3,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,19.4,,
"NZL","New Zealand","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1994","1994","PC","Percentage","0","Units",,,14.8,,
"TUR","Turkey","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,18.3,,
"JPN","Japan","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,7.6,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1998","1998","PC","Percentage","0","Units",,,16.1,,
"AUS","Australia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,11.2,,
"IDN","Indonesia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,22,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,29.4,,
"TUR","Turkey","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,21.5,,
"CHL","Chile","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,21.6,,
"LUX","Luxembourg","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,11.7,,
"BEL","Belgium","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1999","1999","PC","Percentage","0","Units",,,22.4,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1999","1999","PC","Percentage","0","Units",,,10.3,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,11.4,,
"POL","Poland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,42.1,,
"IRL","Ireland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,9,,
"NOR","Norway","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1997","1997","PC","Percentage","0","Units",,,10.2,,
"CAN","Canada","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,16.6,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,7.9,,
"ISR","Israel","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,13.8,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1992","1992","PC","Percentage","0","Units",,,8.5,,
"FRA","France","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,20.1,,
"ISR","Israel","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,11.9,,
"IRL","Ireland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,10.2,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,12.8,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1997","1997","PC","Percentage","0","Units",,,6.6,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,26,,
"TUR","Turkey","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,15,,
"CHL","Chile","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,24.9,,
"CHE","Switzerland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,7.4,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,17,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,10.7,,
"ZAF","South Africa","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,47.1,,
"AUS","Australia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1997","1997","PC","Percentage","0","Units",,,14.7,,
"GBR","United Kingdom","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,15.6,,
"POL","Poland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1993","1993","PC","Percentage","0","Units",,,32.5,,
"NZL","New Zealand","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1997","1997","PC","Percentage","0","Units",,,13.4,,
"KOR","Korea","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,10.3,,
"ISL","Iceland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,13,,
"GBR","United Kingdom","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,24,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,6.5,,
"ISR","Israel","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,12.7,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1999","1999","PC","Percentage","0","Units",,,36.9,,
"JPN","Japan","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,7.9,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,36.7,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,10.2,,
"IDN","Indonesia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,27.3,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1992","1992","PC","Percentage","0","Units",,,6.9,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,37.8,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,18.6,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,12.5,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,28,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,19.1,,
"GBR","United Kingdom","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,21.8,,
"CHE","Switzerland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,7.4,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,11.1,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,22.5,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,18.3,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1992","1992","PC","Percentage","0","Units",,,6.8,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,4.7,,
"NLD","Netherlands","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,6.6,,
"CHE","Switzerland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,7.5,,
"JPN","Japan","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,6.7,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1991","1991","PC","Percentage","0","Units",,,33.5,,
"FRA","France","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,23.7,,
"TUR","Turkey","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1993","1993","PC","Percentage","0","Units",,,15.9,,
"NOR","Norway","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,6.6,,
"FRA","France","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,24.2,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,30,,
"BRA","Brazil","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,18.7,,
"JPN","Japan","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,8.7,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,23.3,,
"ISL","Iceland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1997","1997","PC","Percentage","0","Units",,,8.3,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,26.7,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,14.9,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,3.8,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,9,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,14.4,,
"KOR","Korea","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1999","1999","PC","Percentage","0","Units",,,11.7,,
"AUS","Australia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1992","1992","PC","Percentage","0","Units",,,20.8,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,51.6,,
"ZAF","South Africa","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,52.2,,
"GBR","United Kingdom","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1992","1992","PC","Percentage","0","Units",,,11.5,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1997","1997","PC","Percentage","0","Units",,,30.4,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,9.8,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,28.3,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1992","1992","PC","Percentage","0","Units",,,11.5,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,18.1,,
"OAVG","OECD - Average","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,14.3,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,22.6,,
"ZAF","South Africa","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,57.1,,
"OAVG","OECD - Average","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,13.4,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,18.7,,
"BRA","Brazil","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,12.1,,
"NOR","Norway","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,10.9,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1996","1996","PC","Percentage","0","Units",,,24.3,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1997","1997","PC","Percentage","0","Units",,,10.3,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,33.2,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,14.3,,
"TUR","Turkey","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,20.7,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1996","1996","PC","Percentage","0","Units",,,21.6,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,37.4,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,18,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1991","1991","PC","Percentage","0","Units",,,22.6,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,16.1,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1994","1994","PC","Percentage","0","Units",,,9.8,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1992","1992","PC","Percentage","0","Units",,,8.2,,
