"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,9.6,,
"FRA","France","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,23.7,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,16.1,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,16.7,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,18.9,,
"POL","Poland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,24.1,,
"AUS","Australia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,10.4,,
"HUN","Hungary","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1997","1997","PC","Percentage","0","Units",,,16.9,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,26,,
"CAN","Canada","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,13.5,,
"ISR","Israel","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1998","1998","PC","Percentage","0","Units",,,17.7,,
"HUN","Hungary","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,14.4,,
"GBR","United Kingdom","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,9.2,,
"NLD","Netherlands","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,10,,
"SVN","Slovenia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,19.8,,
"NLD","Netherlands","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1996","1996","PC","Percentage","0","Units",,,11,,
"ISL","Iceland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,5.7,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,26.6,,
"AUS","Australia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,10.9,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,10.3,,
"KOR","Korea","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,5.3,,
"ISR","Israel","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1991","1991","PC","Percentage","0","Units",,,20.1,,
"SVN","Slovenia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,16.8,,
"NOR","Norway","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,7.7,,
"POL","Poland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,31.2,,
"KOR","Korea","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1992","1992","PC","Percentage","0","Units",,,6.6,,
"CAN","Canada","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1997","1997","PC","Percentage","0","Units",,,15.3,,
"ISL","Iceland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,9.2,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,14.5,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,6.2,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,8,,
"FRA","France","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1992","1992","PC","Percentage","0","Units",,,18.6,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,35.6,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,14,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,25.5,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,19.8,,
"NLD","Netherlands","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1993","1993","PC","Percentage","0","Units",,,9.7,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,9,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,11.3,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1999","1999","PC","Percentage","0","Units",,,7.9,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,15.2,,
"AUS","Australia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1999","1999","PC","Percentage","0","Units",,,13.7,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,12.4,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1997","1997","PC","Percentage","0","Units",,,7.5,,
"LUX","Luxembourg","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,12.5,,
"JPN","Japan","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,8.1,,
"AUS","Australia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,13.8,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,5.7,,
"OAVG","OECD - Average","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1991","1991","PC","Percentage","0","Units",,,13.7,,
"HUN","Hungary","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,18.9,,
"GBR","United Kingdom","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1999","1999","PC","Percentage","0","Units",,,10.1,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1998","1998","PC","Percentage","0","Units",,,39.3,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,20.6,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,14.4,,
"IDN","Indonesia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,19.5,,
"NLD","Netherlands","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,10.8,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,27,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1997","1997","PC","Percentage","0","Units",,,10.5,,
"FRA","France","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1993","1993","PC","Percentage","0","Units",,,27.7,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,41.8,,
"BEL","Belgium","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,18.7,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,14.6,,
"NZL","New Zealand","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1996","1996","PC","Percentage","0","Units",,,12.9,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1997","1997","PC","Percentage","0","Units",,,24.1,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,18.7,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1992","1992","PC","Percentage","0","Units",,,28.1,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1994","1994","PC","Percentage","0","Units",,,17.5,,
"ZAF","South Africa","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,45.6,,
"IDN","Indonesia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,22.1,,
"LUX","Luxembourg","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,13.3,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,35.6,,
"LUX","Luxembourg","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1998","1998","PC","Percentage","0","Units",,,7.1,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,5,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,13.8,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,14.2,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1997","1997","PC","Percentage","0","Units",,,7.1,,
"CHE","Switzerland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1992","1992","PC","Percentage","0","Units",,,4.8,,
"LUX","Luxembourg","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,22.5,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1998","1998","PC","Percentage","0","Units",,,9.8,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,8.5,,
"OAVG","OECD - Average","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1994","1994","PC","Percentage","0","Units",,,17.2,,
"JPN","Japan","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1991","1991","PC","Percentage","0","Units",,,4.7,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,17.6,,
"FRA","France","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,24.2,,
"TUR","Turkey","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,11.1,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,12.4,,
"CHE","Switzerland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,8.3,,
"NOR","Norway","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1993","1993","PC","Percentage","0","Units",,,13.2,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,20.3,,
"NZL","New Zealand","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,11.8,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,56.2,,
"GBR","United Kingdom","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,12,,
"POL","Poland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,20.2,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,7.9,,
"FRA","France","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,30.3,,
"IRL","Ireland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,38.9,,
"SVN","Slovenia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,18.5,,
"BEL","Belgium","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,18.7,,
"CHL","Chile","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,19.1,,
"NOR","Norway","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,11,,
"AUS","Australia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,9,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1997","1997","PC","Percentage","0","Units",,,22.6,,
"CAN","Canada","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1991","1991","PC","Percentage","0","Units",,,12.9,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,34.2,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,8.3,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2013","2013","PC","Percentage","0","Units",,,19.4,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,9.3,,
"CHE","Switzerland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,5.4,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2001","2001","PC","Percentage","0","Units",,,9.6,,
"EST","Estonia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,20.6,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,17.7,,
"BEL","Belgium","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,10.1,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1994","1994","PC","Percentage","0","Units",,,26.5,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,25,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,18.5,,
"SVN","Slovenia","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,9.9,,
"AUT","Austria","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,9.6,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1998","1998","PC","Percentage","0","Units",,,27.2,,
"IND","India","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,10.4,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,34.7,,
"IRL","Ireland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1992","1992","PC","Percentage","0","Units",,,25.1,,
"KOR","Korea","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1998","1998","PC","Percentage","0","Units",,,12.7,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1992","1992","PC","Percentage","0","Units",,,25.9,,
"USA","United States","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,18.7,,
"SVK","Slovak Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,20.3,,
"ISR","Israel","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1997","1997","PC","Percentage","0","Units",,,13.9,,
"TUR","Turkey","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,17.1,,
"POL","Poland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,44.4,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2008","2008","PC","Percentage","0","Units",,,10,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1991","1991","PC","Percentage","0","Units",,,12.4,,
"PRT","Portugal","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,31.7,,
"DEU","Germany","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,12.2,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1993","1993","PC","Percentage","0","Units",,,14.7,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,43.1,,
"OAVG","OECD - Average","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,20.2,,
"JPN","Japan","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,7.1,,
"GRC","Greece","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,31.7,,
"LUX","Luxembourg","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,17.5,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,6.2,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1999","1999","PC","Percentage","0","Units",,,10.5,,
"FIN","Finland","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,25.7,,
"ESP","Spain","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","1993","1993","PC","Percentage","0","Units",,,36.3,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,14.8,,
"ITA","Italy","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,23.2,,
"TUR","Turkey","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,20.6,,
"NZL","New Zealand","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,9.4,,
"MEX","Mexico","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2006","2006","PC","Percentage","0","Units",,,7.4,,
"IRL","Ireland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2002","2002","PC","Percentage","0","Units",,,8.5,,
"SWE","Sweden","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,26.1,,
"ISR","Israel","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,17.3,,
"DNK","Denmark","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,12.4,,
"ISL","Iceland","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1996","1996","PC","Percentage","0","Units",,,7.6,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2003","2003","PC","Percentage","0","Units",,,18.8,,
"CZE","Czech Republic","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","1993","1993","PC","Percentage","0","Units",,,10.5,,
"CAN","Canada","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,11.4,,
"NZL","New Zealand","EMP3","Youth unemployment rate, by sex, 15-24 years old","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,11.8,,
"RUS","Russia","EMP3","Youth unemployment rate, by sex, 15-24 years old","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,22.2,,
